Player,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Ground,Start Date,temp,humidity,windspeed,conditions,format,opposition
Shakib Al Hasan,4,0,28,1,7,28,24,Chattogram,18 Sep 2019,85.1,82.2,4,"Rain, Partially cloudy",T20I,Zimbabwe
Shakib Al Hasan,4,0,24,1,6,24,24,Chattogram,21 Sep 2019,84.1,85.6,4,"Rain, Partially cloudy",T20I,Afghanistan
Shakib Al Hasan,7.2,2,8,4,1.09,2,11,Mirpur,20 Jan 2021,67.2,76.6,9.6,Partially cloudy,ODI,West Indies
Shakib Al Hasan,10,0,30,2,3,15,30,Mirpur,22 Jan 2021,61.9,64.8,6.5,Clear,ODI,West Indies
Shakib Al Hasan,4.5,0,12,0,2.48,-,-,Chattogram,25 Jan 2021,60.9,89.5,7.4,Clear,ODI,West Indies
Shakib Al Hasan,6,1,16,0,2.66,-,-,Chattogram,3 Feb 2021,61.6,74.1,7.8,Clear,Test,West Indies
Shakib Al Hasan,10,0,44,1,4.4,44,60,Mirpur,23 May 2021,90.3,65.6,4.3,"Rain, Partially cloudy",ODI,Sri Lanka
Shakib Al Hasan,9,0,38,2,4.22,19,27,Mirpur,25 May 2021,84,82.2,18.8,"Rain, Partially cloudy",ODI,Sri Lanka
Shakib Al Hasan,10,0,48,0,4.8,-,-,Mirpur,28 May 2021,86,81,15,"Rain, Partially cloudy",ODI,Sri Lanka
Shakib Al Hasan,59.5,19,126,5,2.1,25.2,71.8,Harare,7 Jul 2021,53.5,78,11.9,"Rain, Partially cloudy",Test,Zimbabwe
Shakib Al Hasan,9.5,3,30,5,3.05,6,11.8,Harare,16 Jul 2021,54.1,76.1,17.9,"Rain, Partially cloudy",ODI,Zimbabwe
Shakib Al Hasan,10,0,42,2,4.2,21,30,Harare,18 Jul 2021,52.8,51.9,13.9,Clear,ODI,Zimbabwe
Shakib Al Hasan,10,0,46,1,4.6,46,60,Harare,20 Jul 2021,55.1,63.5,9.8,Partially cloudy,ODI,Zimbabwe
Shakib Al Hasan,4,0,28,1,7,28,24,Harare,22 Jul 2021,57.2,52.7,10.5,Clear,T20I,Zimbabwe
Shakib Al Hasan,4,0,32,1,8,32,24,Harare,23 Jul 2021,57,40.5,15.2,Clear,T20I,Zimbabwe
Shakib Al Hasan,4,0,24,1,6,24,24,Harare,25 Jul 2021,48.4,72.3,19.7,"Rain, Partially cloudy",T20I,Zimbabwe
Shakib Al Hasan,4,0,24,1,6,24,24,Mirpur,3 Aug 2021,83.5,88.6,9.2,"Rain, Overcast",T20I,Australia
Shakib Al Hasan,4,0,22,1,5.5,22,24,Mirpur,4 Aug 2021,82,92.2,8.3,"Rain, Overcast",T20I,Australia
Shakib Al Hasan,4,0,22,1,5.5,22,24,Mirpur,6 Aug 2021,84.6,87.3,6.5,"Rain, Partially cloudy",T20I,Australia
Shakib Al Hasan,4,0,50,0,12.5,-,-,Mirpur,7 Aug 2021,83.3,91.2,6.9,"Rain, Partially cloudy",T20I,Australia
Shakib Al Hasan,3.4,1,9,4,2.45,2.25,5.5,Mirpur,9 Aug 2021,84.5,88.7,11.6,"Rain, Partially cloudy",T20I,Australia
Shakib Al Hasan,4,0,10,2,2.5,5,12,Mirpur,1 Sep 2021,82,89.3,6.9,"Rain, Partially cloudy",T20I,New Zealand
Shakib Al Hasan,4,0,29,2,7.25,14.5,12,Mirpur,3 Sep 2021,82.8,84.1,5.6,"Rain, Partially cloudy",T20I,New Zealand
Shakib Al Hasan,4,0,24,0,6,-,-,Mirpur,5 Sep 2021,83.9,86.8,9.2,"Rain, Partially cloudy",T20I,New Zealand
Shakib Al Hasan,4,0,25,0,6.25,-,-,Mirpur,8 Sep 2021,81.6,90.6,7.4,"Rain, Partially cloudy",T20I,New Zealand
Shakib Al Hasan,4,0,17,2,4.25,8.5,12,Al Amerat,17 Oct 2021,85.2,48.8,11.4,Clear,T20I,Scotland
Shakib Al Hasan,4,0,28,3,7,9.33,8,Al Amerat,19 Oct 2021,87,44.9,16.1,Partially cloudy,T20I,Oman
Shakib Al Hasan,4,0,9,4,2.25,2.25,6,Al Amerat,21 Oct 2021,85.9,73.5,10.3,Partially cloudy,T20I,P.N.G.
Shakib Al Hasan,3,0,17,2,5.66,8.5,9,Sharjah,24 Oct 2021,85.5,60.3,13.9,Clear,T20I,Sri Lanka
Shakib Al Hasan,3,0,24,0,8,-,-,Abu Dhabi,27 Oct 2021,85.3,54.1,15.9,Clear,T20I,England
Shakib Al Hasan,4,0,28,0,7,-,-,Sharjah,29 Oct 2021,83.4,52.3,13.4,Clear,T20I,West Indies
Shakib Al Hasan,19,7,52,0,2.73,-,-,Mirpur,4 Dec 2021,69.5,88.1,7.4,"Rain, Partially cloudy",Test,Pakistan
Shakib Al Hasan,9,1,50,2,5.55,25,27,Chattogram,23 Feb 2022,72.4,65.7,6.9,Clear,ODI,Afghanistan
Shakib Al Hasan,10,0,38,2,3.8,19,30,Chattogram,25 Feb 2022,75.1,63.9,7.6,Partially cloudy,ODI,Afghanistan
Shakib Al Hasan,10,0,47,1,4.7,47,60,Chattogram,28 Feb 2022,75.1,60.3,6.3,Clear,ODI,Afghanistan
Shakib Al Hasan,4,0,18,2,4.5,9,12,Mirpur,3 Mar 2022,76.2,33.6,11,Clear,T20I,Afghanistan
Shakib Al Hasan,3,0,32,0,10.66,-,-,Mirpur,5 Mar 2022,78.5,31.7,10.3,Partially cloudy,T20I,Afghanistan
Shakib Al Hasan,10,0,54,0,5.4,-,-,Centurion,18 Mar 2022,70.3,87.2,14.3,"Rain, Overcast",ODI,South Africa
Shakib Al Hasan,10,2,33,1,3.3,33,60,Johannesburg,20 Mar 2022,66.3,56.4,8.2,"Rain, Partially cloudy",ODI,South Africa
Shakib Al Hasan,9,0,24,2,2.66,12,27,Centurion,23 Mar 2022,73.2,88,6.9,"Rain, Partially cloudy",ODI,South Africa
Shakib Al Hasan,64,17,118,4,1.84,29.5,96,Chattogram,15 May 2022,87.1,80,13.4,"Rain, Partially cloudy",Test,Sri Lanka
Shakib Al Hasan,41.1,11,103,5,2.5,20.6,49.4,Mirpur,23 May 2022,88.3,55.7,9.4,Rain,Test,Sri Lanka
Shakib Al Hasan,23,5,51,1,2.21,51,138,North Sound,16 Jun 2022,75.8,79,11.8,"Rain, Partially cloudy",Test,West Indies
Shakib Al Hasan,18,5,46,0,2.55,-,-,Gros Islet,24 Jun 2022,64.1,78.5,9.8,"Rain, Partially cloudy",Test,West Indies
Shakib Al Hasan,-,-,-,-,-,-,-,Roseau,2 Jul 2022,80.3,81.5,28.6,"Rain, Partially cloudy",T20I,West Indies
Shakib Al Hasan,4,0,38,1,9.5,38,24,Roseau,3 Jul 2022,81.4,72.7,20.6,"Rain, Partially cloudy",T20I,West Indies
Shakib Al Hasan,2,0,10,1,5,10,12,Providence,7 Jul 2022,69.3,68.7,11.1,Partially cloudy,T20I,West Indies
Shakib Al Hasan,4,0,13,1,3.25,13,24,Sharjah,30 Aug 2022,93.2,48.4,14.7,Partially cloudy,T20I,Afghanistan
Shakib Al Hasan,4,0,31,0,7.75,-,-,Dubai (DSC),1 Sep 2022,N/A,N/A,N/A,N/A,T20I,Sri Lanka
Shakib Al Hasan,3,0,23,0,7.66,-,-,Christchurch,9 Oct 2022,52.4,63.1,15.3,Rain,T20I,New Zealand
Shakib Al Hasan,4,0,40,0,10,-,-,Christchurch,12 Oct 2022,49.3,78.1,17.1,"Rain, Overcast",T20I,New Zealand
Shakib Al Hasan,3,0,28,0,9.33,-,-,Christchurch,13 Oct 2022,50.4,72.6,11.6,Overcast,T20I,Pakistan
Shakib Al Hasan,4,0,32,1,8,32,24,Hobart,24 Oct 2022,52,72.3,15,Overcast,T20I,Netherlands
Shakib Al Hasan,3,0,33,2,11,16.5,9,Sydney,27 Oct 2022,70.6,57.3,13.7,"Rain, Partially cloudy",T20I,South Africa
Shakib Al Hasan,4,0,34,0,8.5,-,-,Brisbane,30 Oct 2022,72.5,50,9.6,Clear,T20I,Zimbabwe
Shakib Al Hasan,4,0,33,2,8.25,16.5,12,Adelaide,2 Nov 2022,53,73,17.8,"Rain, Partially cloudy",T20I,India
Shakib Al Hasan,4,0,35,1,8.75,35,24,Adelaide,6 Nov 2022,67.6,45.1,9.7,Partially cloudy,T20I,Pakistan
Shakib Al Hasan,10,2,36,5,3.6,7.2,12,Mirpur,4 Dec 2022,70.1,57.1,8.1,Clear,ODI,India
Shakib Al Hasan,10,1,39,2,3.9,19.5,30,Mirpur,7 Dec 2022,68.5,54.2,8.3,Partially cloudy,ODI,India
Shakib Al Hasan,10,0,68,2,6.8,34,30,Chattogram,10 Dec 2022,69.3,72.3,4.9,Partially cloudy,ODI,India
Shakib Al Hasan,12,4,26,0,2.16,-,-,Chattogram,14 Dec 2022,68.5,74.7,6.3,Clear,Test,India
Shakib Al Hasan,33.3,3,129,6,3.85,21.5,33.5,Mirpur,22 Dec 2022,67.5,57.3,6.9,Clear,Test,India
Shakib Al Hasan,10,0,45,1,4.5,45,60,Mirpur,1 Mar 2023,77.3,37.9,7.6,Clear,ODI,England
Shakib Al Hasan,10,0,64,1,6.4,64,60,Mirpur,3 Mar 2023,79.9,28.5,12.3,Clear,ODI,England
Shakib Al Hasan,10,0,35,4,3.5,8.75,15,Chattogram,6 Mar 2023,78,59,5.4,Clear,ODI,England
Shakib Al Hasan,4,0,26,1,6.5,26,24,Chattogram,9 Mar 2023,76.7,55.9,8.3,Partially cloudy,T20I,England
Shakib Al Hasan,3,0,13,1,4.33,13,18,Mirpur,12 Mar 2023,81.1,39.3,8.1,Clear,T20I,England
Shakib Al Hasan,4,0,30,1,7.5,30,24,Mirpur,14 Mar 2023,84.2,37.3,14.3,Partially cloudy,T20I,England
Shakib Al Hasan,4,0,23,1,5.75,23,24,Sylhet,18 Mar 2023,75.1,65.3,8.3,"Rain, Partially cloudy",ODI,Ireland
Shakib Al Hasan,-,-,-,-,-,-,-,Sylhet,20 Mar 2023,67.8,88.7,7.4,"Rain, Overcast",ODI,Ireland
Shakib Al Hasan,-,-,-,-,-,-,-,Sylhet,23 Mar 2023,71.6,73.4,9.2,"Rain, Partially cloudy",ODI,Ireland
Shakib Al Hasan,1,0,5,0,5,-,-,Chattogram,27 Mar 2023,78.7,72.7,6.9,"Rain, Partially cloudy",T20I,Ireland
Shakib Al Hasan,4,0,22,5,5.5,4.4,4.8,Chattogram,29 Mar 2023,75.7,81.5,9.2,"Rain, Partially cloudy",T20I,Ireland
Shakib Al Hasan,2,0,15,0,7.5,-,-,Chattogram,31 Mar 2023,76.9,80.3,6.5,"Rain, Partially cloudy",T20I,Ireland
Shakib Al Hasan,16,5,34,2,2.12,17,48,Mirpur,4 Apr 2023,85.5,44.6,13.6,Partially cloudy,Test,Ireland
Shakib Al Hasan,-,-,-,-,-,-,-,Chelmsford,9 May 2023,56.8,88.2,15.5,"Rain, Overcast",ODI,Ireland
Shakib Al Hasan,9,0,57,0,6.33,-,-,Chelmsford,12 May 2023,50.4,92.5,17.5,"Rain, Overcast",ODI,Ireland
Shakib Al Hasan,5,1,9,1,1.8,9,30,Chattogram,5 Jul 2023,85.3,81.9,17.4,"Rain, Partially cloudy",ODI,Afghanistan
Shakib Al Hasan,10,0,50,2,5,25,30,Chattogram,8 Jul 2023,84.4,82.5,11.4,"Rain, Partially cloudy",ODI,Afghanistan
Shakib Al Hasan,10,1,13,1,1.3,13,60,Chattogram,11 Jul 2023,84.7,84.7,13.9,"Rain, Partially cloudy",ODI,Afghanistan
Shakib Al Hasan,4,0,27,2,6.75,13.5,12,Sylhet,14 Jul 2023,80.3,88.2,6.6,"Rain, Partially cloudy",T20I,Afghanistan
Shakib Al Hasan,3,0,15,2,5,7.5,9,Sylhet,16 Jul 2023,81.9,80,6,"Rain, Overcast",T20I,Afghanistan
Shakib Al Hasan,10,2,29,2,2.9,14.5,30,Pallekele,31 Aug 2023,81,86.7,12.8,"Rain, Partially cloudy",ODI,Sri Lanka
Shakib Al Hasan,8,0,44,0,5.5,-,-,Lahore,3 Sep 2023,89.6,57.6,9.2,Clear,ODI,Afghanistan
Shakib Al Hasan,5.3,0,31,0,5.63,-,-,Lahore,6 Sep 2023,88.7,58.9,11.2,Clear,ODI,Pakistan
Shakib Al Hasan,10,0,44,0,4.4,-,-,Colombo (RPS),9 Sep 2023,58.5,94.1,9,"Rain, Overcast",ODI,Sri Lanka
Shakib Al Hasan,10,2,43,1,4.3,43,60,Colombo (RPS),15 Sep 2023,52.5,63.7,7.9,Clear,ODI,India
Shakib Al Hasan,8,0,30,3,3.75,10,16,Dharamsala,7 Oct 2023,83.6,80.6,5.8,"Rain, Partially cloudy",ODI,Afghanistan
Shakib Al Hasan,10,0,52,1,5.2,52,60,Dharamsala,10 Oct 2023,84.2,76.8,10.3,Clear,ODI,England
Shakib Al Hasan,10,0,54,1,5.4,54,60,Chennai,13 Oct 2023,84.1,80.6,11.4,Partially cloudy,ODI,New Zealand
Shakib Al Hasan,9,0,69,1,7.66,69,54,Wankhede,24 Oct 2023,N/A,N/A,N/A,N/A,ODI,South Africa
Shakib Al Hasan,10,1,37,1,3.7,37,60,Eden Gardens,28 Oct 2023,84.6,80.8,5.8,"Rain, Partially cloudy",ODI,Netherlands
Shakib Al Hasan,5.3,0,30,0,5.45,-,-,Eden Gardens,31 Oct 2023,83.9,81.7,6.9,"Rain, Partially cloudy",ODI,Pakistan
Shakib Al Hasan,10,0,57,2,5.7,28.5,30,Delhi,6 Nov 2023,72.7,64.8,4.7,Clear,ODI,Sri Lanka
Mohammed Shami,9,4,23,1,2.55,23,54,Delhi,6 Jan 2013,43.4,95,7.4,Clear,ODI,Pakistan
Mohammed Shami,4,1,24,1,6,24,24,Kochi,15 Jan 2013,79.6,66.4,9.2,Clear,ODI,England
Mohammed Shami,8,0,23,1,2.87,23,48,Ranchi,19 Jan 2013,67.2,68.3,9.2,Partially cloudy,ODI,England
Mohammed Shami,8,0,58,0,7.25,-,-,Mohali,23 Jan 2013,52.3,54.9,8.5,Clear,ODI,England
Mohammed Shami,9,1,46,1,5.11,46,54,Dharamsala,27 Jan 2013,56.5,48.8,11.4,Partially cloudy,ODI,England
Mohammed Shami,10,0,68,0,6.8,-,-,Kingston,2 Jul 2013,83.3,74.6,26.4,"Rain, Partially cloudy",ODI,Sri Lanka
Mohammed Shami,10,1,45,1,4.5,45,60,Harare,24 Jul 2013,56.1,60.3,11.4,Clear,ODI,Zimbabwe
Mohammed Shami,10,0,52,1,5.2,52,60,Harare,26 Jul 2013,54.9,57.2,10.3,Partially cloudy,ODI,Zimbabwe
Mohammed Shami,9,0,25,2,2.77,12.5,27,Harare,28 Jul 2013,59.6,40.1,9.2,Partially cloudy,ODI,Zimbabwe
Mohammed Shami,8,1,34,1,4.25,34,48,Bulawayo,1 Aug 2013,53.9,65.6,21.9,Partially cloudy,ODI,Zimbabwe
Mohammed Shami,7,1,27,1,3.85,27,42,Bulawayo,3 Aug 2013,55.4,64.7,18.3,Partially cloudy,ODI,Zimbabwe
Mohammed Shami,8,1,42,3,5.25,14,16,Ranchi,23 Oct 2013,72.5,92.1,10.3,"Rain, Partially cloudy",ODI,Australia
Mohammed Shami,8,1,66,1,8.25,66,48,Nagpur,30 Oct 2013,73.8,64.5,3.8,Clear,ODI,Australia
Mohammed Shami,8.1,0,52,3,6.36,17.33,16.3,Bengaluru,2 Nov 2013,75.6,76.1,10.3,"Rain, Partially cloudy",ODI,Australia
Mohammed Shami,30.1,2,118,9,3.91,13.11,20.1,Eden Gardens,6 Nov 2013,81.9,81.8,10.3,"Rain, Partially cloudy",Test,West Indies
Mohammed Shami,19,2,64,2,3.36,32,57,Wankhede,14 Nov 2013,N/A,N/A,N/A,N/A,Test,West Indies
Mohammed Shami,6,0,28,1,4.66,28,36,Kochi,21 Nov 2013,82.8,72.1,7.2,"Rain, Partially cloudy",ODI,West Indies
Mohammed Shami,7,0,55,2,7.85,27.5,21,Visakhapatnam,24 Nov 2013,80.1,78.9,11.4,Partially cloudy,ODI,West Indies
Mohammed Shami,10,1,49,1,4.9,49,60,Kanpur,27 Nov 2013,66,74.1,7.4,Clear,ODI,West Indies
Mohammed Shami,10,1,68,3,6.8,22.66,20,Johannesburg,5 Dec 2013,65.5,65.2,6.5,"Rain, Partially cloudy",ODI,South Africa
Mohammed Shami,8,0,48,3,6,16,16,Durban,8 Dec 2013,67.9,80.9,17.2,"Rain, Overcast",ODI,South Africa
Mohammed Shami,10,0,69,3,6.9,23,20,Centurion,11 Dec 2013,64.8,73.3,8.1,Clear,ODI,South Africa
Mohammed Shami,46,8,155,5,3.36,31,55.2,Johannesburg,18 Dec 2013,67.1,67.6,7.3,"Rain, Partially cloudy",Test,South Africa
Mohammed Shami,29,3,108,1,3.72,108,174,Durban,26 Dec 2013,77.4,81,18.1,Partially cloudy,Test,South Africa
Mohammed Shami,9,0,55,4,6.11,13.75,13.5,Napier,19 Jan 2014,68.1,56,18.3,Partially cloudy,ODI,New Zealand
Mohammed Shami,7,0,55,3,7.85,18.33,14,Hamilton,22 Jan 2014,1.7,69.8,4.7,Partially cloudy,ODI,New Zealand
Mohammed Shami,10,0,84,2,8.4,42,30,Auckland,25 Jan 2014,66.2,71.5,19.1,Partially cloudy,ODI,New Zealand
Mohammed Shami,8,0,61,1,7.62,61,48,Hamilton,28 Jan 2014,2.6,63.8,11.7,"Snow, Partially cloudy",ODI,New Zealand
Mohammed Shami,10,3,61,1,6.1,61,60,Wellington,31 Jan 2014,62.7,78.8,18.3,"Rain, Partially cloudy",ODI,New Zealand
Mohammed Shami,40,7,132,4,3.3,33,60,Auckland,6 Feb 2014,68.6,71.6,20.2,Partially cloudy,Test,New Zealand
Mohammed Shami,59.5,10,219,6,3.66,36.5,59.8,Wellington,14 Feb 2014,63.4,78.3,19.5,Clear,Test,New Zealand
Mohammed Shami,10,1,50,4,5,12.5,15,Fatullah,26 Feb 2014,66.3,61.8,6.5,"Rain, Partially cloudy",ODI,Bangladesh
Mohammed Shami,10,0,81,3,8.1,27,20,Fatullah,28 Feb 2014,66.4,80.3,14.8,"Rain, Partially cloudy",ODI,Sri Lanka
Mohammed Shami,10,0,49,0,4.9,-,-,Mirpur,2 Mar 2014,71.3,75,11,"Rain, Partially cloudy",ODI,Pakistan
Mohammed Shami,7.2,0,50,2,6.81,25,22,Mirpur,5 Mar 2014,72.6,58.7,11.6,Rain,ODI,Afghanistan
Mohammed Shami,4,0,31,1,7.75,31,24,Mirpur,21 Mar 2014,79.6,39.8,9.8,Clear,T20I,Pakistan
Mohammed Shami,3,0,27,0,9,-,-,Mirpur,23 Mar 2014,78.5,68.8,9.6,"Rain, Partially cloudy",T20I,West Indies
Mohammed Shami,3,0,29,1,9.66,29,18,Mirpur,28 Mar 2014,85.8,50.7,11.2,Clear,T20I,Bangladesh
Mohammed Shami,29,3,128,2,4.41,64,87,Nottingham,9 Jul 2014,61.9,69.5,14.6,"Rain, Partially cloudy",Test,England
Mohammed Shami,30,8,91,2,3.03,45.5,90,Lord's,17 Jul 2014,44.4,66.2,27.5,Partially cloudy,Test,England
Mohammed Shami,37,4,147,1,3.97,147,222,Southampton,27 Jul 2014,67.8,65.4,13.3,Partially cloudy,Test,England
Mohammed Shami,6,0,32,2,5.33,16,18,Cardiff,27 Aug 2014,59.2,87.6,19,"Rain, Partially cloudy",ODI,England
Mohammed Shami,9,0,40,1,4.44,40,54,Nottingham,30 Aug 2014,58.7,86.7,13.4,"Rain, Partially cloudy",ODI,England
Mohammed Shami,7.3,1,28,3,3.73,9.33,15,Birmingham,2 Sep 2014,59.7,71.2,6,Partially cloudy,ODI,England
Mohammed Shami,10,0,52,2,5.2,26,30,Leeds,5 Sep 2014,60.4,84.4,5.9,Partially cloudy,ODI,England
Mohammed Shami,4,0,38,3,9.5,12.66,8,Birmingham,7 Sep 2014,59,65.5,9.5,Partially cloudy,T20I,England
Mohammed Shami,9,1,66,4,7.33,16.5,13.5,Kochi,8 Oct 2014,80.8,84.4,11.4,"Rain, Partially cloudy",ODI,West Indies
Mohammed Shami,9.3,0,36,4,3.78,9,14.2,Delhi,11 Oct 2014,81,53.4,10.4,Clear,ODI,West Indies
Mohammed Shami,9.1,0,72,2,7.85,36,27.5,Dharamsala,17 Oct 2014,74.3,77.7,9.2,Clear,ODI,West Indies
Mohammed Shami,35,4,162,3,4.62,54,70,Adelaide,9 Dec 2014,68.8,60.9,15,Partially cloudy,Test,Australia
Mohammed Shami,57,8,230,6,4.03,38.33,57,Melbourne,26 Dec 2014,58.2,64.3,17,"Rain, Partially cloudy",Test,Australia
Mohammed Shami,34.3,3,145,6,4.2,24.16,34.5,Sydney,6 Jan 2015,75.6,78.2,14.9,Partially cloudy,Test,Australia
Mohammed Shami,8.1,0,44,1,5.38,44,49,Melbourne,18 Jan 2015,61.5,58.8,17,Partially cloudy,ODI,Australia
Mohammed Shami,4,0,23,0,5.75,-,-,Brisbane,20 Jan 2015,76.1,73,12.8,"Rain, Partially cloudy",ODI,England
Mohammed Shami,-,-,-,-,-,-,-,Sydney,26 Jan 2015,68.7,85.3,20.3,"Rain, Partially cloudy",ODI,Australia
Mohammed Shami,9,0,31,1,3.44,31,54,Perth,30 Jan 2015,83.7,32.6,20,Partially cloudy,ODI,England
Mohammed Shami,9,1,35,4,3.88,8.75,13.5,Adelaide,15 Feb 2015,83,35.7,25.3,Partially cloudy,ODI,Pakistan
Mohammed Shami,8,1,30,2,3.75,15,24,Melbourne,22 Feb 2015,82.5,46,19.7,"Rain, Partially cloudy",ODI,South Africa
Mohammed Shami,8,2,35,3,4.37,11.66,16,Perth,6 Mar 2015,76.3,49.9,17.2,Clear,ODI,West Indies
Mohammed Shami,9,0,41,3,4.55,13.66,18,Hamilton,10 Mar 2015,34.8,77.2,5.1,Partially cloudy,ODI,Ireland
Mohammed Shami,9,2,48,3,5.33,16,18,Auckland,14 Mar 2015,69.2,77.6,16.2,Rain,ODI,Zimbabwe
Mohammed Shami,8,1,37,2,4.62,18.5,24,Melbourne,19 Mar 2015,71.4,61.1,30.5,"Rain, Partially cloudy",ODI,Bangladesh
Mohammed Shami,10,0,68,0,6.8,-,-,Sydney,26 Mar 2015,71.3,53.2,17.4,Partially cloudy,ODI,Australia
Mohammed Shami,30,7,92,4,3.06,23,45,North Sound,21 Jul 2016,79.1,75.6,8.4,Clear,Test,West Indies
Mohammed Shami,29,6,105,4,3.62,26.25,43.5,Kingston,30 Jul 2016,85.8,68.4,20.8,Partially cloudy,Test,West Indies
Mohammed Shami,28,5,73,3,2.6,24.33,56,Gros Islet,9 Aug 2016,64.8,59.8,12.3,Clear,Test,West Indies
Mohammed Shami,6,2,14,0,2.33,-,-,Port of Spain,18 Aug 2016,83,80,18.3,"Rain, Partially cloudy",Test,West Indies
Mohammed Shami,4,0,48,1,12,48,24,Lauderhill,27 Aug 2016,85.3,74,18.1,"Rain, Partially cloudy",T20I,West Indies
Mohammed Shami,2.4,0,31,2,11.62,15.5,8,Lauderhill,28 Aug 2016,83.5,75.9,20.1,"Rain, Partially cloudy",T20I,West Indies
Mohammed Shami,19,3,53,2,2.78,26.5,57,Kanpur,22 Sep 2016,83.2,87,6.9,Partially cloudy,Test,New Zealand
Mohammed Shami,36.1,6,116,6,3.2,19.33,36.1,Eden Gardens,30 Sep 2016,81.4,81.8,15,Partially cloudy,Test,New Zealand
Mohammed Shami,20,1,74,0,3.7,-,-,Indore,8 Oct 2016,78.6,83.9,7.8,"Rain, Partially cloudy",Test,New Zealand
Mohammed Shami,39.1,6,94,2,2.4,47,117.5,Rajkot,9 Nov 2016,77.4,44.9,6.3,Clear,Test,England
Mohammed Shami,28,8,58,3,2.07,19.33,56,Visakhapatnam,17 Nov 2016,79.6,67.3,17.7,Clear,Test,England
Mohammed Shami,35.5,8,100,5,2.79,20,43,Mohali,26 Nov 2016,69.5,38.8,16.1,Clear,Test,England
Mohammed Shami,10,2,33,0,3.3,-,-,North Sound,2 Jul 2017,81.8,82.9,11.2,"Rain, Partially cloudy",ODI,West Indies
Mohammed Shami,10,0,48,4,4.8,12,15,Kingston,6 Jul 2017,86.1,68.4,27.7,Partially cloudy,ODI,West Indies
Mohammed Shami,3,0,46,0,15.33,-,-,Kingston,9 Jul 2017,85.4,70.9,26.4,Partially cloudy,T20I,West Indies
Mohammed Shami,21,2,88,3,4.19,29.33,42,Galle,26 Jul 2017,60,93.6,14.5,"Rain, Partially cloudy",Test,Sri Lanka
Mohammed Shami,18,4,40,2,2.22,20,54,Colombo (SSC),3 Aug 2017,N/A,N/A,N/A,N/A,Test,Sri Lanka
Mohammed Shami,21.5,7,49,5,2.24,9.8,26.2,Pallekele,12 Aug 2017,81.8,75.9,11.2,Partially cloudy,Test,Sri Lanka
Mohammed Shami,10,1,62,0,6.2,-,-,Bengaluru,28 Sep 2017,73,88.2,12.6,"Rain, Partially cloudy",ODI,Australia
Mohammed Shami,36,9,134,6,3.72,22.33,36,Eden Gardens,16 Nov 2017,81.5,74.4,11.4,Clear,Test,Sri Lanka
Mohammed Shami,41,12,135,3,3.29,45,82,Delhi,2 Dec 2017,61.8,55.1,5.8,Clear,Test,Sri Lanka
Mohammed Shami,28,9,75,4,2.67,18.75,42,Cape Town,5 Jan 2018,70.3,70.5,27.7,Partially cloudy,Test,South Africa
Mohammed Shami,31,5,107,5,3.45,21.4,37.2,Centurion,13 Jan 2018,78.9,74.3,12.5,"Rain, Partially cloudy",Test,South Africa
Mohammed Shami,24.3,2,74,6,3.02,12.33,24.5,Johannesburg,24 Jan 2018,67.6,70.8,13.9,"Rain, Partially cloudy",Test,South Africa
Mohammed Shami,31.4,4,102,3,3.22,34,63.3,Birmingham,1 Aug 2018,63.8,68.3,10.2,Partially cloudy,Test,England
Mohammed Shami,23,4,96,3,4.17,32,46,Lord's,9 Aug 2018,44.2,69.8,9.9,Partially cloudy,Test,England
Mohammed Shami,29,5,134,2,4.62,67,87,Nottingham,18 Aug 2018,65.2,73.6,14.3,Partially cloudy,Test,England
Mohammed Shami,34,2,108,6,3.17,18,34,Southampton,30 Aug 2018,58.5,67.3,6.7,Partially cloudy,Test,England
Mohammed Shami,55,10,182,2,3.3,91,165,The Oval,7 Sep 2018,56.1,82.6,15.9,"Rain, Partially cloudy",Test,England
Mohammed Shami,12,2,33,2,2.75,16.5,36,Rajkot,4 Oct 2018,85.6,56.8,9.2,Rain,Test,West Indies
Mohammed Shami,10,0,81,2,8.1,40.5,30,Guwahati,21 Oct 2018,78.4,85.3,12.3,Partially cloudy,ODI,West Indies
Mohammed Shami,10,0,59,1,5.9,59,60,Visakhapatnam,24 Oct 2018,82.4,74.7,9.2,Clear,ODI,West Indies
Mohammed Shami,36.4,10,123,5,3.35,24.6,44,Adelaide,6 Dec 2018,86,19.3,13.9,Partially cloudy,Test,Australia
Mohammed Shami,48,11,136,6,2.83,22.66,48,Perth,14 Dec 2018,81.4,36.2,29.3,Clear,Test,Australia
Mohammed Shami,31,4,98,3,3.16,32.66,62,Melbourne,26 Dec 2018,66.5,72,10.3,Partially cloudy,Test,Australia
Mohammed Shami,21,3,62,2,2.95,31,63,Sydney,3 Jan 2019,75.4,72.9,20,Partially cloudy,Test,Australia
Mohammed Shami,10,0,46,0,4.6,-,-,Sydney,12 Jan 2019,77.5,71.6,18.9,Rain,ODI,Australia
Mohammed Shami,10,0,58,3,5.8,19.33,20,Adelaide,15 Jan 2019,84,27.8,18.9,Partially cloudy,ODI,Australia
Mohammed Shami,9.4,0,47,2,4.86,23.5,29,Melbourne,18 Jan 2019,73.7,73.7,9.6,"Rain, Partially cloudy",ODI,Australia
Mohammed Shami,6,2,19,3,3.16,6.33,12,Napier,23 Jan 2019,71.3,62,25.5,Clear,ODI,New Zealand
